[u'8054'],"8""X12"" Pine Board",Home /|New Mexico Flag,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8054.jpg
[u'4031'],"0



4""x30"" inches
It takes a long time to grow an old friend",Home /|It takes a long time to grow an old friend,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/0/4031_1.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Black board w/ Cream text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Mustard board w/Black text |Country Blue board w/ white text |Give me the best color combo(s) available ']"
[u'8032'],"0



8x12 inches",Home /|Many people walk in and out of your life,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_67.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'582'],4x22 inches,Home /|Happy Trails to You,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'145'],4x20 inches,Home /|Friends Gather Here,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/145_1.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'6047'],6x24 inches,Home /|A harvest of memories a day of thanks,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6047.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'144'],"4x42 inches
We have this in our dinning room!",Home /|Give Us This Day Our Daily Bread,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/144_2.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Crackle Cream board w/ Black text |Crackle Cream board w/ Hunter Green text |White board w/ Black text |White board w/ Wedgewood Blue text |Crackle White board w/ Black text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'78'],4x26 inches,Home /|Merry Christmas,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/7/078r.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |Crackle White board w/ Black text |Black board w/ Cream text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
"[u'45442', u'Gift', u'Card', u'$100.00']","Can't decide which of our signs would go best with your loved one's decor? Let them make their own selections. Give them one of our Jones' Rustic Signs Gift Cards. We will e-mail them, (or send them a card in the mail), with your message and the gift card amount and instructions on how to redeem your gift.

0",Home /|Gift Card $100.00,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_3.jpg,"['*Send Gift Card Via', 'E-Mail|Home Address', '']"
"[u'6061', u'A/R', u'Let', u'it', u'snow']","6x6 inches

0",Home /|Let it snow,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6061.jpg,"['*Color Combinations', '', '-- Please Select --|Black board w/ Blue text |Give me the best color combo(s) available ']"
[u'6084'],"6x18 inches

0",Home /|Idylilic days and gentle waves,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6084.jpg,"['*Color Combinations', '', '-- Please Select --|Teal board w/ White text |Mustard board w/ White text |Give me the best color combo(s) available ']"
[u'330'],"0



3x26 inches",Home /|Relax and feel the difference,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/330c.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'6043'],6x12 inches,Home /|What you sow is what you grow,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6043.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'002'],8x12 inches,Home /|Beer 25 cents,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_2.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'111'],10x14 inches,Home /|House Rules,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/1/111.jpg,"['*Color Combinations - (See color chart above)', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'8002'],8x12 inches,Home /|Cherish home and family as a special treasure,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8002.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
"[u'THE', u'FOOL', u'WHO', u'TOUCHES', u'MY', u'TOOLS.']","8""X8"" inches This is a Box sign

0",Home /|Man Tip #11,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/s/dsc03302.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Black board w/ Cream text |Give me the best color combo(s) available ']"
[u'447'],"4x12 inches

0",Home /|Got Coffee?,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_31.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
"[u'#960', u'8""X12""', u'Comes', u'on', u'White', u'board', u'with', u'black', u'text,', u'White', u'board', u'with', u'Gray', u'text,', u'Black', u'board', u'with', u'White', u'text,', u'or', u'Cream', u'board', u'with', u'Black', u'text.']","8""X12"" Item #960",Home /|Mr - Bride & Groom,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/960_wht.jpg,"['*Color Choices', '', '-- Please Select --|Cream board w/Black text |White board w/ Black text |White board w/ Gray text |Black board w/ Cream text ']"
[u'6050'],6x24 inches,Home /|Don't let the fear of striking out hold you back. - Babe Ruth,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6050.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
"[u'125', u'Please', u'choose', u'a', u'direction', u'for', u'the', u'arrow', u'in', u'the', u'space', u'provided.']","8x14 inches

Please choose a direction for the arrow in the space provided.",Home /|Beach with arrow,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/125.jpg,"['*Arrow Direction', '', '-- Please Select --|Arrow pointing to LEFT |Arrow pointing to RIGHT |-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'4035'],"4x24 inches

0",Home /|She Sells Sea Shells by the Sea Shore,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_62.jpg,"['*Color Combinations', '', '-- Please Select --|Give me the best color combo(s) available |Black board w/ Cream text |Mustard board w/ black text |Sage Green board w/ Black text |Country Blue board w/ white text |Burgandy Red board w/ cream text  |Cream board w/ Black text ']"
[u'6090'],"0



6""X18"" inches",Home /|HAPPY HALLOWEEN,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6090.jpg,"['*Color Combinations', '', '-- Please Select --|Orange board with black text ']"
[u'R101'],"0



6""x9"" Slat Box
Comes in White washed, Teal Washed, Yellow Washed or Gray Washed painted box",Home /|Beach your children well,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r101.jpg,"['*Color Combinations', '', '-- Please Select --|Gray washed board w White text |Yellow washed board w White text |Teal washed board w/ White text |White washed board w Gray text ']"
[u'S403'],"1



18""x11"" Slat Box
Comes in White washed, Teal Washed, Yellow Washed or Gray Washed painted box",Home /|Nauti Girl,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s403.jpg,"['*Color Combinations', '', '-- Please Select --|As Shown |Gray washed board w White text |Yellow washed board w White text |Teal washed board w/ White text |White washed board w Gray text ']"
[u'8033'],"8x24 inches

0","Home /|Winning means you're willing to go longer, work harder, and give more than anyone else.-Vince Lombardi",https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_59.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ black text |Black board w/ Cream text |Burgundy Red board w/ Cream text |Mustard board w/ black text |Give me the best color combo(s) available ']"
[u'119'],6x12 inches,Home /|Another day in paradise,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/1/119.jpg,"['*Color Combinations - (See color chart above)', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
"[u'384PP', u'The', u'kids', u'are', u'always', u'Welcome', u'at', u""PAPA'S."", u'A', u'perfect', u'sign', u'for', u'you.', u'We', u'also', u'have', u'""Welcome', u'to', u""Grandpa's."", u'Sign', u'384P', u'and', u'Welcome', u'to', u""Grandma's,"", u'Sign', u'384G', u'Same', u'price']","6x12 inches

0",Home /|Welcome to PAPA'S,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/8/384_papa_s.jpg,"['*Color Combinations', '', '-- Please Select --|Give me the best color combo(s) available |Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Burgundy Red board w/ Cream text ']"
[u'8001'],8x12 inches,Home /|24 hours in a day 24 beers in a case Coincidence?,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8001.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'6040'],6x12 inches,Home /|Welcome to our home,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6040.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'6059'],"6x18 inches May your Dreams come true, and your Dragons be few.

0","Home /|May your Dreams come true, and your Dragons be few.",https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6059.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Black board w/ Cream text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Country Blue board w/ white text |Mustard board w/ black text |Give me the best color combo(s) available ']"
"[u'384GI', u'The', u'kids', u'are', u'always', u'Welcome', u'at', u""GIGI'S."", u'A', u'perfect', u'sign', u'for', u'you.', u'We', u'also', u'have', u'""Welcome', u'to', u""Grandpa's."", u'Sign', u'384P', u'and', u'Welcome', u'to', u""Grandma's,"", u'Sign', u'384G', u'Same', u'price']","6x12 inches

0",Home /|Welcome to GIGI'S,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/8/384_gigi_s.jpg,"['*Color Combinations', '', '-- Please Select --|Give me the best color combo(s) available |Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Burgundy Red board w/ Cream text ']"
"[u'907', u'Style', u'C', u'The', u'signs', u'are', u'painted', u'boards', u'in', u'either', u'crackle', u'with', u'1.)black', u'letters', u'and', u'frame', u'or,', u'2.)black', u'board', u'and', u'frame', u'with', u'tan', u'letters.', u'Final', u'board', u'length', u'depends', u'upon', u'number', u'of', u'letters', u'in', u'your', u'name.', u'Signs', u'come', u'on', u'Pine', u'boards', u'and', u'are', u'intended', u'for', u'inside', u'use', u'only.', u'PLEASE', u'ENTER', u'THE', u'NAME', u'AS', u'YOU', u'WANT', u'IT', u'TO', u'APPEAR', u'ON', u'THE', u'SIGN.', u'IF', u'YOU', u'WANT', u'A', u'S', u'OR', u'AN', u""'S"", u'ON', u'THE', u'END', u'OF', u'THE', u'NAME,', u'PLEASE', u'INCLUDE', u'IT.']","8""X30 up to 36"" depending upon name. Signs come on Pine boards and are intended for inside use only.
Great gift for weddings and anniversaries. Get one for you, and for your kids.
PLEASE ENTER THE NAME AS YOU WANT IT TO APPEAR ON THE SIGN. IF YOU WANT A S OR AN 'S ON THE END OF THE NAME, PLEASE INCLUDE IT.",Home /|Welcome to the (Your Name),https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_14.jpg,"['*Your Family Name as you would like it to appear', '', '-- Please Select --|Black board w/ Tan text |Crackle Cream board w/ Black text ']"
[u'574'],"0



3x18 inches

This is how we feel about marriage. Great wedding or anniversary gift.",Home /|Always & Forever,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/7/574.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
"[u'45440', u'Gift', u'Card', u'$50.00']","Can't decide which of our signs would go best with your loved one's decor? Let them make their own selections. Give them one of our Jones' Rustic Signs Gift Cards. We will e-mail them, (or send them a card in the mail), with your message and the gift card amount and instructions on how to redeem your gift.

0",Home /|Gift Card $50.00,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_1.jpg,"['*Send Gift Card Via', 'E-Mail|Home Address', '']"
[u'1452'],"Box sign 12""X18"", Antique look
White Wooden Box with Red & Black Letters",Home /|good EATS,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/1452good_eats_small.jpg,"['*Color Combinations', '', '-- Please Select --|White wood Box, Black Letters |White wood Box, Red Letters ']"
[u'6054'],"0



6x30 inches",Home /|May you always have Love,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6054.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'8004'],8x12 inches,Home /|God grant me the serenity to accept the things I cannot change,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8004.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ White text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'6056'],"6x24 inches Memories of vacations by the sea stay with us forever.

0",Home /|Memories of vacations by the sea stay with us forever.,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6056.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Black board w/ Cream text |Country Blue board w/White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'6034'],6x18 inches,Home /|Simplify - AR,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/0/6034.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'5717'],"0



6""X12""",Home /|Start your day with COFFEE. End your day with WINE,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/7/5717gray.jpg,"['*Color Combinations', '', '-- Please Select --|Gray box w/Black text |Yellow board w/ White text |Sage box w/ White text |Cream box w/ Black text |White box w/ Black text ']"
"[u'AR', u'Ski', u'O', u'Ski', u'sign']","6x18 inches

0",Home /|Skiing is the only sport where you spend an arm and a leg to break an arm and a leg,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_5_10.jpg,"['*Color Combinations', '', '-- Please Select --|Red board w/ tan text |Mustard board w/ black text |Country blue board w/ whitetext |Cream board w/ Black text |Black board w/ tan text |Sage Green board w/ black text |Give me the best color combo(s) available ']"
[u'8031'],8x12 inches,Home /|It's never too late,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8031_1.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
[u'149'],8x8 inches,Home /|Starlight Starbright,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/149.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'5721'],"0



6""X12""",Home /|I wasn't made for winter...I want my flip flops,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/7/5721.jpg,"['*Color Combinations', '', '-- Please Select --|Yellow board w/ White text |Sage box w/ White text |Cream box w/ Black text |White box w/ Black text ']"
"[u'511B', u'Beach-side', u'Memories']","6x12 inches Beach-side Memories

0",Home /|Beach-side Memories,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_4_9.jpg,"['*Color Combinations', '', '-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ']"
[u'8017'],8x12 inches,"Home /|Some drink at the fountain of knowledge, Others just gargle",https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_54.jpg,"['*Color Combinations - See color chart above', '', '-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ']"
