32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg,Plum Mirage Beaded Strands Bracelet,32205,Stretch bracelet.,http://www.carsonhomeaccents.com/images/32205_l.jpg
30344,Use your words! Express yourself in fashion speak with inspiration. Fun phrases communicated on all types of bags. Give one to a friend - It's WELL SAID! Wrap/Adjustable band with inscribed saying.,http://www.carsonhomeaccents.com/images/30344_l.jpg,"Well Said ""Say It With Words"" Assorted Live the Life Bracelets",30344,Use your words! Express yourself in fashion speak with inspiration. Fun phrases communicated on all types of bags. Give one to a friend - It's WELL SAID! Wrap/Adjustable band with inscribed saying.,http://www.carsonhomeaccents.com/images/30344_l.jpg
64448,"Wall art is made from wood composite.

Height: 8""
Width: 8""
Depth: 2""",http://www.carsonhomeaccents.com/images/64448_l.jpg,"Heartfelt Expressions ""Doing the Impossible"" Wall Art",64448,"Wall art is made from wood composite.

Height: 8""
Width: 8""
Depth: 2""",http://www.carsonhomeaccents.com/images/64448_l.jpg
64340,"Each ceramic cup comes individually packaged in it's own decorative box, complete with a magnet closure. The cup holds 14 ounces and is 4.5"" high.

H: 4.5""",http://www.carsonhomeaccents.com/images/64340_l.jpg,"""Friendship"" Gift Boxed Cup",64340,"Each ceramic cup comes individually packaged in it's own decorative box, complete with a magnet closure. The cup holds 14 ounces and is 4.5"" high.

H: 4.5""",http://www.carsonhomeaccents.com/images/64340_l.jpg
32206,"Necklace and drop earring set. 3"" extension

Length: 20""",http://www.carsonhomeaccents.com/images/32206_l.jpg,Hammered Loops & Crystals Necklace & Earring Set,32206,"Necklace and drop earring set. 3"" extension

Length: 20""",http://www.carsonhomeaccents.com/images/32206_l.jpg
50039,"Canvas with a sawtooth hanger on the back.

Dimensions: 17 ""H x 11 ""W x 1.25 ""D",http://www.carsonhomeaccents.com/images/50039_l.jpg,"""Rest Your Head"" Wall Art
© Jo Moulton",50039,"Canvas with a sawtooth hanger on the back.

Dimensions: 17 ""H x 11 ""W x 1.25 ""D",http://www.carsonhomeaccents.com/images/50039_l.jpg
13811,"Cross is wood composite and hand painted resin with rhinestones. Sawtooth hanger and easel back.

Dimensions: 5.25 ""H x 4.75 ""W x 0.5 ""D",http://www.carsonhomeaccents.com/images/13811_l.jpg,Mini Decorative Cross Sunflower,13811,"Cross is wood composite and hand painted resin with rhinestones. Sawtooth hanger and easel back.

Dimensions: 5.25 ""H x 4.75 ""W x 0.5 ""D",http://www.carsonhomeaccents.com/images/13811_l.jpg
19745,Layers of antique crocheted lace and silhouettes from nature are the foundations of this lovely collection. Each piece includes a quote or saying about living a life full of faith and gratitude. Ceramic tray comes boxed with a wire easel for display.,http://www.carsonhomeaccents.com/images/19745_l.jpg,"""Grateful Life"" by Lori Siebert Tray",19745,Layers of antique crocheted lace and silhouettes from nature are the foundations of this lovely collection. Each piece includes a quote or saying about living a life full of faith and gratitude. Ceramic tray comes boxed with a wire easel for display.,http://www.carsonhomeaccents.com/images/19745_l.jpg
10942,"Glass wine stoppers are filled with mini seashells. Individually gift boxed.

Dimensions: 5 ""H",http://www.carsonhomeaccents.com/images/10942_l.jpg,By the Shore Assorted Shell Filled Wine Stoppers,10942,"Glass wine stoppers are filled with mini seashells. Individually gift boxed.

Dimensions: 5 ""H",http://www.carsonhomeaccents.com/images/10942_l.jpg
12204,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12204_l.jpg,"Comfort Ornaments ""Home Again""",12204,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12204_l.jpg
19301,Pieces of vintage fabrics were lovingly snipped and stitched to create the icons of this collection. Layered backgrounds are added to give the items more depth. This line is truly a labor of love. These magnets are crafted from wood composite and have cute sayings on each one.,http://www.carsonhomeaccents.com/images/19301_l.jpg,"""Heartstrings"" by Lori Siebert Magnets",19301,Pieces of vintage fabrics were lovingly snipped and stitched to create the icons of this collection. Layered backgrounds are added to give the items more depth. This line is truly a labor of love. These magnets are crafted from wood composite and have cute sayings on each one.,http://www.carsonhomeaccents.com/images/19301_l.jpg
32300,"Each Little Details Collection necklace has a 3"" extension and a lobster claw clasp.

Length: 18""",http://www.carsonhomeaccents.com/images/32300_l.jpg,You Are Loved Tag Necklace,32300,"Each Little Details Collection necklace has a 3"" extension and a lobster claw clasp.

Length: 18""",http://www.carsonhomeaccents.com/images/32300_l.jpg
31092,"Summer bold brights and water colored inspired polyblends for easy wear. This dress has a tie cord and pockets.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31092_l.jpg,Kaleidoscope Purple Stargazer Strapless Sun Dress- S/M,31092,"Summer bold brights and water colored inspired polyblends for easy wear. This dress has a tie cord and pockets.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/31092_l.jpg
18597,"Music Boxes are velvet lined, include a hand crank music mechanism and play a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing the Music Box Display item 17480. Plays ""Carousel Waltz"".

Height: 6""
Width: 8""
Depth: 2.75""",http://www.carsonhomeaccents.com/images/18597_l.jpg,"""Lifetime Of Sharing"" Music Box
© Daphne Brissonnet, Licensed by Wild Apple",18597,"Music Boxes are velvet lined, include a hand crank music mechanism and play a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing the Music Box Display item 17480. Plays ""Carousel Waltz"".

Height: 6""
Width: 8""
Depth: 2.75""",http://www.carsonhomeaccents.com/images/18597_l.jpg
62206,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

L: 32""
W: 7""",http://www.carsonhomeaccents.com/images/62206_l.jpg,"2 Assorted ""Angels"" Wireworks™ Inspirational Chimes",62206,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

L: 32""
W: 7""",http://www.carsonhomeaccents.com/images/62206_l.jpg
62086,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

Length: 28.5""
Width: 4.25""",http://www.carsonhomeaccents.com/images/62086_l.jpg,"3 Assorted Wireworks ""Mini Owl"" Mini Chimes",62086,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

Length: 28.5""
Width: 4.25""",http://www.carsonhomeaccents.com/images/62086_l.jpg
SKU: 46542,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46542
48542",http://www.carsonhomeaccents.com/images/46542_l.jpg,"    Garden 12.5 x 18
   ",Summer Nights Dura Soft™ Flag,SKU: 48542,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46542
48542",http://www.carsonhomeaccents.com/images/46542_l.jpg,"    Large 28 x 40
   "
SKU: 46542,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46542
48542",http://www.carsonhomeaccents.com/images/46542_l.jpg,"    Garden 12.5 x 18
   ",Summer Nights Dura Soft™ Flag,SKU: 48542,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46542
48542",http://www.carsonhomeaccents.com/images/46542_l.jpg,"    Large 28 x 40
   "
15823,"This wall décor piece is made of wood composite with a sawtooth hanger.

W: 23.75""
H: 11""
D: 0.5""",http://www.carsonhomeaccents.com/images/15823_l.jpg,"""Welcome To Our Cabin"" Wall Décor",15823,"This wall décor piece is made of wood composite with a sawtooth hanger.

W: 23.75""
H: 11""
D: 0.5""",http://www.carsonhomeaccents.com/images/15823_l.jpg
15805B,"This wall décor piece is made of wood compostite and rope. Rope also used for hanging.

W: 17""
H: 20.5""
D: 0.5""",http://www.carsonhomeaccents.com/images/15805B_l.jpg,"""Live, Love, Laugh"" Wall Décor",15805B,"This wall décor piece is made of wood compostite and rope. Rope also used for hanging.

W: 17""
H: 20.5""
D: 0.5""",http://www.carsonhomeaccents.com/images/15805B_l.jpg
48320,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 48""
Width: 20""",http://www.carsonhomeaccents.com/images/48320_l.jpg,Santa Wink Large Dura Soft™ Flag,48320,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 48""
Width: 20""",http://www.carsonhomeaccents.com/images/48320_l.jpg
62191,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

L: 27""
W: 3""",http://www.carsonhomeaccents.com/images/62191_l.jpg,"""Mini Rooster"" Wireworks™ Mini Chime",62191,"Wireworks™ wind chimes are crafted from premium metal tubes that produce a soothing and charming sound. Each design has wire outlines with glittery enamel fill and a variety of other materials such as glass marbles, mesh, tin, beads and/or faux gems. Durable finish and chime/hook included for hanging.

L: 27""
W: 3""",http://www.carsonhomeaccents.com/images/62191_l.jpg
10932,"Perfect for gifts or personal use. Make the simple act of washing hands or dishes a fun one! Ceramic. 20 OZ.

Dimensions: 9.5 ""H x 4 ""W x 2.5 ""D",http://www.carsonhomeaccents.com/images/10932_l.jpg,"By the Shore ""Friends are Like Seashells"" Soap Pump",10932,"Perfect for gifts or personal use. Make the simple act of washing hands or dishes a fun one! Ceramic. 20 OZ.

Dimensions: 9.5 ""H x 4 ""W x 2.5 ""D",http://www.carsonhomeaccents.com/images/10932_l.jpg
50038,"Canvas with a sawtooth hanger on the back.

Dimensions: 17 ""H x 11 ""W x 1.25 ""D",http://www.carsonhomeaccents.com/images/50038_l.jpg,"""Rest Your Head"" Birds Wall Decor
© Jo Moulton",50038,"Canvas with a sawtooth hanger on the back.

Dimensions: 17 ""H x 11 ""W x 1.25 ""D",http://www.carsonhomeaccents.com/images/50038_l.jpg
62987,"21"" sonnet chimes have 4 heavy walled, center pinned tubes that emit sweet gentle tones. All aluminum construction, durable powder coated and anodized finish, and strung with industrial cord. Each chime has an adjustable striker. Tubes are 3/4"" diameter, sentiment is printed directly onto the tubes.

Each Tube Reads: ""Mother... a life so beautifully lived... a heart so deeply loved.""

L: 21""",http://www.carsonhomeaccents.com/images/62987_l.jpg,"""Mother"" 21"" Sonnet Chime",62987,"21"" sonnet chimes have 4 heavy walled, center pinned tubes that emit sweet gentle tones. All aluminum construction, durable powder coated and anodized finish, and strung with industrial cord. Each chime has an adjustable striker. Tubes are 3/4"" diameter, sentiment is printed directly onto the tubes.

Each Tube Reads: ""Mother... a life so beautifully lived... a heart so deeply loved.""

L: 21""",http://www.carsonhomeaccents.com/images/62987_l.jpg
64608,"Our Heartfelt Gift message blocks are made of wood composite and are self standing.

W: 4""
H: 4""
D: 1""",http://www.carsonhomeaccents.com/images/64608_l.jpg,"""Heart/Love The Lord"" Message Block",64608,"Our Heartfelt Gift message blocks are made of wood composite and are self standing.

W: 4""
H: 4""
D: 1""",http://www.carsonhomeaccents.com/images/64608_l.jpg
31141,"Summer bold brights and water colored inspired polyblends for easy wear. This shirt has silky trim at the bottom and decorative buttons up the back.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31141_l.jpg,Kaleidoscope Fuchsia Hi-Lo 3/4 Button-Up Sleeve - MEDIUM,31141,"Summer bold brights and water colored inspired polyblends for easy wear. This shirt has silky trim at the bottom and decorative buttons up the back.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31141_l.jpg
31178,"Summer bold brights and water colored inspired polyblends for easy wear. Dress has elastic waist line and is embellished with pearls and stones.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31178_l.jpg,Kaleidoscope Turquoise Draped Collar Dress - LARGE,31178,"Summer bold brights and water colored inspired polyblends for easy wear. Dress has elastic waist line and is embellished with pearls and stones.

MATERIAL: 95% viscose , 5% spandex",http://www.carsonhomeaccents.com/images/31178_l.jpg
31425,"24"" - 42"".",http://www.carsonhomeaccents.com/images/31425_l.jpg,Multi Strand Rainbow Chain Necklace,31425,"24"" - 42"".",http://www.carsonhomeaccents.com/images/31425_l.jpg
65778,"Each glass solar orb has solar powered LED lights and a 10"" metal chain with a hook for easy hanging.

DIA: 8""",http://www.carsonhomeaccents.com/images/65778_l.jpg,Gold Shimmer Glass Solar Orb,65778,"Each glass solar orb has solar powered LED lights and a 10"" metal chain with a hook for easy hanging.

DIA: 8""",http://www.carsonhomeaccents.com/images/65778_l.jpg
58310,"Our Statesmetal® Message Bars are made of Carson Statesmetal® which is proudly hand cast in Freeport, PA. Statesmetal® is made of a high-quality aluminum alloy that is tarnish and rust resistant. Non toxic.

W: 8""
H: 3""
D: 1""",http://www.carsonhomeaccents.com/images/58310_l.jpg,"""Families"" Message Bar",58310,"Our Statesmetal® Message Bars are made of Carson Statesmetal® which is proudly hand cast in Freeport, PA. Statesmetal® is made of a high-quality aluminum alloy that is tarnish and rust resistant. Non toxic.

W: 8""
H: 3""
D: 1""",http://www.carsonhomeaccents.com/images/58310_l.jpg
18680,"Music Box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Waltz of the Flowers"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18680_l.jpg,"""Teacher Take Hand"" Music Box",18680,"Music Box is velvet lined, includes a hand crank music mechanism and plays a popular song! All sentiment cards can be replaced with a personal photograph. Maximize your sales by purchasing one of the Music Box Displays item 17480 or 17479. Plays ""Waltz of the Flowers"".

W: 6""
H: 4""
D: 2.5""",http://www.carsonhomeaccents.com/images/18680_l.jpg
12202,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12202_l.jpg,"Comfort Ornaments ""Forever In Our Hearts""",12202,"Comfort Ornaments are hand-painted and hand crafted pewter. They come gift boxed with a ribbon hanger and are engraveable!

Height: 4""
Width: 3.06""
Depth: .25""",http://www.carsonhomeaccents.com/images/12202_l.jpg
32201,"2"" extension

Length: 8""",http://www.carsonhomeaccents.com/images/32201_l.jpg,Berry Multi Strand Capiz & Pearl Bracelet,32201,"2"" extension

Length: 8""",http://www.carsonhomeaccents.com/images/32201_l.jpg
10918,"Ceramic pitcher with embossed shell detail around the bottom.

Dimensions: 9 ""H x 8.5 ""W x 6 ""Dia",http://www.carsonhomeaccents.com/images/10918_l.jpg,By the Shore Shell Pitcher,10918,"Ceramic pitcher with embossed shell detail around the bottom.

Dimensions: 9 ""H x 8.5 ""W x 6 ""Dia",http://www.carsonhomeaccents.com/images/10918_l.jpg
12115,"Our Keepsake Memory Boxes are made of wood. They feature a decal on the lid with sentiments on the sides as well as metal photo tabs giving your customers the ability to place a photo on the underside of the lid!

Box Sides Read: ""With tears of sorrow we cry each day, in angels' arms you were carried away. Our memories of love and laughter shall not fade, for inside our hearts, you will always stay.""

W: 5.25""
H: 10""
D: 9.5""",http://www.carsonhomeaccents.com/images/12115_l.jpg,"""Angels' Arms"" Keepsake Memory Box`",12115,"Our Keepsake Memory Boxes are made of wood. They feature a decal on the lid with sentiments on the sides as well as metal photo tabs giving your customers the ability to place a photo on the underside of the lid!

Box Sides Read: ""With tears of sorrow we cry each day, in angels' arms you were carried away. Our memories of love and laughter shall not fade, for inside our hearts, you will always stay.""

W: 5.25""
H: 10""
D: 9.5""",http://www.carsonhomeaccents.com/images/12115_l.jpg
50019,"Layered wood composite with a sawtooth hanger on the back.

Dimensions: 19 ""H x 13 ""W x 2.25 ""D",http://www.carsonhomeaccents.com/images/50019_l.jpg,"Love Wall Art
© Jo Moulton",50019,"Layered wood composite with a sawtooth hanger on the back.

Dimensions: 19 ""H x 13 ""W x 2.25 ""D",http://www.carsonhomeaccents.com/images/50019_l.jpg
10416,"Our Heartfelt Gift mini prayer candles are lit by a bright LED light, made of real vanilla scented wax, and the flame actually flickers! This candle is mess free and contains a built-in automatic timer that runs 6 hrs. on and 18 hours off.

H: 4""
DIA: 3""",http://www.carsonhomeaccents.com/images/10416_l.jpg,"""Soldier's Prayer"" Mini Prayer Candle",10416,"Our Heartfelt Gift mini prayer candles are lit by a bright LED light, made of real vanilla scented wax, and the flame actually flickers! This candle is mess free and contains a built-in automatic timer that runs 6 hrs. on and 18 hours off.

H: 4""
DIA: 3""",http://www.carsonhomeaccents.com/images/10416_l.jpg
64653,"Etched Mugs are made of ceramic and hold 14 oz of liquid.

Height: 4.5""",http://www.carsonhomeaccents.com/images/64653_l.jpg,"Etched Mugs ""Beautiful""",64653,"Etched Mugs are made of ceramic and hold 14 oz of liquid.

Height: 4.5""",http://www.carsonhomeaccents.com/images/64653_l.jpg
13974,"Our Combining Faith message bars are made of wood composite and feature a popular bible verse.

W: 12""
H: 5""
D: 1""",http://www.carsonhomeaccents.com/images/13974_l.jpg,"""My House"" Message Bar",13974,"Our Combining Faith message bars are made of wood composite and feature a popular bible verse.

W: 12""
H: 5""
D: 1""",http://www.carsonhomeaccents.com/images/13974_l.jpg
19348,"Fun and girly collection with cute sayings and bright colors! Ceramic latte mug includes gift hangtag. 19 oz.

Latte Mug Reads: After Monday and Tuesday, even the calendar says WTF

Dimensions: 6"" H x 3.5"" W x 3.5"" D",http://www.carsonhomeaccents.com/images/19348_l.jpg,"I'm Just Thinking by Working Girls ""After Monday and Tuesday"" Latte Mug",19348,"Fun and girly collection with cute sayings and bright colors! Ceramic latte mug includes gift hangtag. 19 oz.

Latte Mug Reads: After Monday and Tuesday, even the calendar says WTF

Dimensions: 6"" H x 3.5"" W x 3.5"" D",http://www.carsonhomeaccents.com/images/19348_l.jpg
22247,"Melamine cup on a RedNek™ stem! Individually boxed with hang tag. Holds 16 ounces.

Dimensions: 3.75""W x 8.75""H",http://www.carsonhomeaccents.com/images/22247_l.jpg,RedNek™ Team Spirits Blue and Navy Party Cups,22247,"Melamine cup on a RedNek™ stem! Individually boxed with hang tag. Holds 16 ounces.

Dimensions: 3.75""W x 8.75""H",http://www.carsonhomeaccents.com/images/22247_l.jpg
15810,"This wall décor piece is made of wood composite with a key hole hanger.

W: 14.75""
H: 32""
D: 1.25""",http://www.carsonhomeaccents.com/images/15810_l.jpg,"""Lake Life"" Wall Décor",15810,"This wall décor piece is made of wood composite with a key hole hanger.

W: 14.75""
H: 32""
D: 1.25""",http://www.carsonhomeaccents.com/images/15810_l.jpg
60132,Wooden cross is wrapped in burlap and beads.,http://www.carsonhomeaccents.com/images/60132_l.jpg,"Beadworks™ Burlap Collection ""White Medallion"" Cross",60132,Wooden cross is wrapped in burlap and beads.,http://www.carsonhomeaccents.com/images/60132_l.jpg
46318,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46318_l.jpg,Believe Snowman Garden Dura Soft™ Flag,46318,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46318_l.jpg
30432,"Button trim and sleeves convert to 3/4.
MATERIAL: 65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/30432_l.jpg,Spice It Up Loden Drape Front Layer Blouse – SMALL,30432,"Button trim and sleeves convert to 3/4.
MATERIAL: 65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/30432_l.jpg
32303,"Each Charming Collection pendant necklace is comprised of gold, gun metal, or copper, a 18"" metal chain, and lobster claw clasp.

Length: 18""",http://www.carsonhomeaccents.com/images/32303_l.jpg,Angel Wings Pendant Necklace,32303,"Each Charming Collection pendant necklace is comprised of gold, gun metal, or copper, a 18"" metal chain, and lobster claw clasp.

Length: 18""",http://www.carsonhomeaccents.com/images/32303_l.jpg
SKU: 46538,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46538
48538",http://www.carsonhomeaccents.com/images/46538_l.jpg,"    Garden 12.5 x 18
   ",Blessed/Southern Dura Soft™ Flag,SKU: 48538,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46538
48538",http://www.carsonhomeaccents.com/images/46538_l.jpg,"    Large 28 x 40
   "
SKU: 46538,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46538
48538",http://www.carsonhomeaccents.com/images/46538_l.jpg,"    Garden 12.5 x 18
   ",Blessed/Southern Dura Soft™ Flag,SKU: 48538,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46538
48538",http://www.carsonhomeaccents.com/images/46538_l.jpg,"    Large 28 x 40
   "
48033,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Dimensions: 28""x40""",http://www.carsonhomeaccents.com/images/48033_l.jpg,"Primitive Harvest Large DuraSoft™ Flag
© Carrie Knoff",48033,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Dimensions: 28""x40""",http://www.carsonhomeaccents.com/images/48033_l.jpg
SKU: 46534,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46534
48534",http://www.carsonhomeaccents.com/images/46534_l.jpg,"    Garden 12.5 x 18
   ",Blessed With Grandkids Dura Soft™ Flag,SKU: 48534,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46534
48534",http://www.carsonhomeaccents.com/images/46534_l.jpg,"    Large 28 x 40
   "
SKU: 46534,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46534
48534",http://www.carsonhomeaccents.com/images/46534_l.jpg,"    Garden 12.5 x 18
   ",Blessed With Grandkids Dura Soft™ Flag,SKU: 48534,"This flag is inspired by the top-selling Southern Couture T-Shirt line!
Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

46534
48534",http://www.carsonhomeaccents.com/images/46534_l.jpg,"    Large 28 x 40
   "
48296,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 48""
Width: 20""",http://www.carsonhomeaccents.com/images/48296_l.jpg,Holiday Watering Can Large Dura Soft™ Flag,48296,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. Set your store apart by selling FlagTrends™, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Height: 48""
Width: 20""",http://www.carsonhomeaccents.com/images/48296_l.jpg
31591,"Detailed waistband with sewn in belt tie

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31591_l.jpg,Curly Edge Slate Blue S/M,31591,"Detailed waistband with sewn in belt tie

65% Viscose 30% Acrylic 5% Spandex",http://www.carsonhomeaccents.com/images/31591_l.jpg
58373,"Wood composite, epoxy, includes a sawtooth hanger on back

Dimensions: 3"" H x 6"" W x 2"" D",http://www.carsonhomeaccents.com/images/58373_l.jpg,"""Reminders of a Good Life"" by Holli Conger ""Blessed"" Message Block",58373,"Wood composite, epoxy, includes a sawtooth hanger on back

Dimensions: 3"" H x 6"" W x 2"" D",http://www.carsonhomeaccents.com/images/58373_l.jpg
46297,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46297_l.jpg,GlitterTrends7#8482; Glittering Ornament Garden Dura Soft™ Flag,46297,"This incredible decorative flag has iridescent glitter sprinkled directly onto our industry leading Dura Soft™ fabric! The bright colors of the design show through the glitter - no design visibility is lost. These flags will make a glittery addition to any yard or landscape. Flags will sparkle as they move in the breeze!

Height: 18""
Width: 13""",http://www.carsonhomeaccents.com/images/46297_l.jpg
30971,"Wear this tunic any time. This style is short sleeve.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/30971_l.jpg,Anytime Tunics Short Sleeve Blue Artistry - MEDIUM,30971,"Wear this tunic any time. This style is short sleeve.

MATERIAL: 95% polyester , 5% spandex",http://www.carsonhomeaccents.com/images/30971_l.jpg
