Snoozies!,"Mailing Address: PO Box 818-5744 US Hwy 301 N-Elm City,NC 27822-United States",Company Phone: 252-650-7000,Company Website: www.snoozies.com,"Directory Contact: Marshall Bank, mbank@snoozies.com","  Dena Marino, dena@snoozies.com"
Sonax,"Mailing Address: 2252 190th Street-Surrey,BC V3S3W7-Canada",Company Phone: (604) 542-7650,Company Website: www.sonax.ca,"Directory Contact: Amin Ali, sales@corliving.com",
Spaldin Sleep Systems Inc.,"Mailing Address: PO Box 248-Eden,NC 27289-United States",Company Phone: (617) 800-6733,Company Website: www.spaldin.com,"Directory Contact: Javier Fernandez, marketing@spaldin.com","  Rebeca Brown, rbrown@spaldin.com"
Spitfire Girl,"Mailing Address: 31560 ranch rd 12-dripping springs,TX 78620-United States",Company Phone: (213) 896-9282,Company Website: www.spitfiregirl.com,"Directory Contact: Kristin Schroder, sales@spitfiregirl.com",
Star International Furniture and/or Orient Express Furniture,"Mailing Address: 19511 Pauling-Foothill Ranch,CA 92610-United States",Company Phone: (949) 858-2100,Company Website: www.starinternationalfurniture.com,,
Stash Style,"Mailing Address: 19940 Ingersoll Drive-Rocky River,OH 44116-United States",Company Phone: (440) 364-4923,Company Website: www.stashstyle.com,"Directory Contact: Shannon Vance, shannon@stashstyle.com",
Stearns & Foster,"Mailing Address: 1000 Tempur Way-Lexington,KY 40511-United States",Company Phone: (859) 455-1000,Company Website: www.stearnsandfoster.com,"Directory Contact: Alex Chubaruk, Alex.Chubaruk@tempursealy.com","  Alex Chubaruk, Alex.Chubaruk@tempursealy.com"
Stoneage Arts Global,"Mailing Address: 900 Armstrong Blvd-Kissimmee,FL 34741-4616-United States",Company Phone: (407) 847-6446,Company Website: www.stoneagearts.com,"Directory Contact: Phagoon Shah, pshah@stoneagearts.com",
CKK Home Decor / Stonebriar Collection / Top Shelf Glass,"Mailing Address: 5050 Quorum Drive, Suite 420-Dallas,TX 75254-United States",Company Phone: (214) 619-4000,"Company Website: www.stonebriarcollection.com , www.topshelfglasses.com","Directory Contact: Sara Smith, ssmith@ckkhome.com","  Scott Wales, swales@ckkhome.com"
Stone Soup Santas,"Mailing Address: 42 Summit Dr-Corte Madera,CA 94925-1369-United States",Company Phone: (415) 927-3527,Company Website: www.stonesoupsantas.com,"Directory Contact: Richard McCall, stonesoupdesigns@sbcglobal.net",
STORIS,"Mailing Address: 400 Valley Rd, Ste 302-Mt. Arlington,NJ 7856-United States",Company Phone: (973) 601-8200,Company Website: www.storis.com,"Directory Contact: Taylor Kelly, tmk@storis.com","  Taylor Kelly, tmk@storis.com"
Studio A Home - A Global Views Company,"Mailing Address: 7301 Ambassador Row-Dallas,TX 75247-4801-United States",Company Phone: (888) 956-0030,Company Website: www.studioa-home.com,"Directory Contact: Shadda Stefanos, sstefanos@globalviews.com",
Studio Artique by Timothy's,"Mailing Address: 1023 Calle Sombra Unit K-San Clemente,CA 92673-United States",Company Phone: (949) 429-8845,Company Website: www.studioartique.com,"Directory Contact: Scott Bozanic, scott@studioartique.com",
Studio Penny Lane,"Mailing Address: P.O. Box 926-Solana Beach,CA 92075-United States",Company Phone: (858) 436-7028,Company Website: www.studiopennylane.org,,
"Wuxi Autofibre Textile Co., Ltd.","Mailing Address: NO.31,yangshu Road,Hudai Town,Binhu District-Wuxi,Jiangsu 214000-China",Company Phone: 0086-13861750516,Company Website: www.supercrylic.com,"Directory Contact: Carol Chen, Carolchen@dopedyedyarn.com",
SM-UKRAINE,"Mailing Address: Polevaya st., 2-v.Palanka, Uman district,20340-Ukraine",Company Phone: 380474448692,Company Website: www.svit-mebliv.ua,"Directory Contact: Tatiana Voitsekhovska, zbut008.17@gmail.com",
Studio 48 - The Chic Bag,"Mailing Address: 4856 E. Baseline Rd. Ste 101-Mesa,AZ 85206-United States",Company Phone: 480-420-4535,Company Website: www.thechicbag.com,"Directory Contact: Kelli Johnson, thechicbag@gmail.com",
Expressive Design Group,"Mailing Address: 49 Garfield St.-Holyoke,MA 01040-United States",Company Phone: (413) 315-6296,Company Website: www.theedg.net,"Directory Contact: Ken Malo, kmalo@theedg.net",
Sweet & Sassy/The Naked Bomb,"Mailing Address: 2250 Pool Road-Suite 150-Grapevine,TX 76051-United States",Company Phone: (817) 756-1766,Company Website: www.thenakedbomb.com,"Directory Contact: Stephanie Simons, orders@sweetandsassy.com",
PH DESIGNS,"Mailing Address: 3901 LICK MILL BLVD, UNIT # 355-SANTA CLARA,CA 95054-United States",Company Phone: (408) 931-5425,Company Website: www.thephdesigns.com,"Directory Contact: ANGAD SINGH BHUTANI, info@thephdesigns.com",
Silk Road Bazaar,"Mailing Address: 180 Glenridge Ave.-Montclair,NJ 07042-United States",Company Phone: (973) 337-7944,Company Website: www.thesilkroadbazaar.com,"Directory Contact: Andrew Kuschner, andrew@thesilkroadbazaar.com",
Aspen Brands,"Mailing Address: 668 N Coast Hwy Suite 122-Laguna Beach,CA 92651-United States",Company Phone: (702) 946-9430,Company Website: www.tiabinc.com,"Directory Contact: Mike Rocha, mike@tableinabag.com",
"SmartWerks / Tyler Net, Inc","Mailing Address: 4625 East Bay Drive Ste. 201-Clearwater,FL 33764-United States",Company Phone: (800) 237-5913,Company Website: www.tylernet.com,"Directory Contact: Pat Kunish, pkunish@smartwerksua.com",
Unicorn Studio Inc. Dba Veronese Design,"Mailing Address: 13955 Live Oak Ave.-Irwindale,CA 91706-United States",Company Phone: (626) 962-8281,Company Website: www.unicornstudioinc.com,"Directory Contact: Jason Chan, sales@unicornstudioinc.com","  Jennifer Ju, sales@unicornstudioinc.com"
United Furniture Industries,"Mailing Address: 5380 Hwy 145 South-Tupelo,MS 38801-United States",Company Phone: (662) 432-4000,Company Website: www.unitedfurnitureindustries.com,"Directory Contact: Jay Quimby, j.quimby@ufifurniture.com",
"Atlantic, Inc","Mailing Address: 10018 Santa Fe Springs Rd-Santa Fe Springs,CA 90670-United States",Company Phone: (562) 903-9550,Company Website: www.urb-space.com,"Directory Contact: Ron Lien, ron.l@atlantic-inc.com","  Leo Dardashti, leo.d@atlantic-inc.com"
Vera Bradley,"Mailing Address: 12420 Stonebridge Rd-Roanoke,IN 46783-United States",Company Phone: (260) 482-4673,Company Website: www.verabradley.com,"Directory Contact: Ali Freiburger, afreiburger@verabradley.com",
Vintage Addiction,"Mailing Address: 1260 East Locust Street, Suite 301-Ontario,CA 91761-United States",Company Phone: (909) 930-9994,Company Website: www.vintage-addiction.com,"Directory Contact: Steve & Alesia Longenderfer, info@vintage-addiction.com",
Violino Limited,"Mailing Address: 123 S. Hamilton St.-Violino Limited-High Point,NC 27260-United States",Company Phone: (336) 889-6623,Company Website: www.violinio.com.hk,"Directory Contact: Amy Coltrane, amy.coltrane@violino.com.hk",
VIP International,"Mailing Address: 2590 Mercantile Dr. Suite C-Rancho Cordova,CA 95742-6244-United States",Company Phone: (916) 638-5802,Company Website: www.viphomeandgarden.com,"Directory Contact: Ty Maclure, ty@viphomeandgarden.com","  Scott Giles, scott@viphomeandgarden.com"
Bilijardai Ltd.,"Mailing Address: Davalgonių g. 3, Ramučiai-Kauno r.,LT-54464-Lithuania",Company Phone: (224) 628-2921,Company Website: www.visionbilliards.com,"Directory Contact: Vidmas Zymancius, info@visionbilliards.com",
Visser Enterprises,"Mailing Address: 11152 Condor Ave-Fountain Valley,CA 92708-United States",Company Phone: (714) 545-2774,Company Website: www.visserent.com,"Directory Contact: Linda Brumbaugh, info@visserent.com",
VITA copenhagen,"Mailing Address: 185 Wythe ave-2nd fl-Brooklyn,NY 11249-United States",Company Phone: (646) 678-7903,Company Website: www.vitacopenhagen.com,"Directory Contact: Jonas Hahn-Petersen, jhp@vitacopenhagen.com",
Vital Industries,"Mailing Address: 806 N Steven St-Rhinelander,WI 54501-United States",Company Phone: (303) 433-1765,Company Website: www.vitalindustries.com,"Directory Contact: Brett Childs, shop@vitalindustries.com","  Tina Hall, tina@vitalindustries.com"
Vivi Creation,"Mailing Address: 75 John Portman Blvd. NW-Ste 8E109A-Atlanta,GA 30303-United States",Company Phone: 4047494788,Company Website: www.vivicreation.com,"Directory Contact: Vivi Creation Partner Services, cs@vivicreation.com",
"Wooded River, Inc.","Mailing Address: 3521 Arthur Street-Caldwell,ID 83605-United States",Company Phone: (208) 468-0297,Company Website: www.woodedriver.com,"Directory Contact: Martha Eng, martha@woodedriver.com",
Worlds Away,"Mailing Address: 322 S Hollywood-Memphis,TN 38104-United States",Company Phone: (901) 529-0844,Company Website: www.worlds-away.com,"Directory Contact: Neal Edwards, sales@worlds-away.com",
WorldWise Imports,"Mailing Address: 4390 E Alexander Rd-Las Vegas,NV 89115-2496-United States",Company Phone: (702) 643-0100,Company Website: www.worldwiseimports.com,"Directory Contact: Cheryl Stern, cheryl@worldwiseimports.com",
Wright Global Graphics,"Mailing Address: 5115 Prospect Street-Thomasville,NC 27360-United States",Company Phone: (336) 472-4200,Company Website: www.wrightglobalgraphics.com,"Directory Contact: Vicki Fishman, vickif@wrightglobalgraphics.com","  Kim Grubb, kimg@wrightglobalgraphics.com"
Xela Aroma,"Mailing Address: 4645 N Central Expy Ste 300-Dallas,TX 75205-7326-United States",Company Phone: (214) 220-1220,Company Website: www.xelaaroma.com,"Directory Contact: Suzie Blumenthal, suzie@xelaaroma.com",
Varier Furniture,"Mailing Address: 2125 32nd Street-Boulder,CO 80301-United States",Company Phone: (720) 616-5000,,"Directory Contact: ,",
Shiv Shakti Exports,"Mailing Address: 180 Passina Kalan Road-Panipat, Haryana,132103-India",Company Phone: 918950300075,,"Directory Contact: Amit Mittal, amit6924@gmail.com",
AIF Trading Group,"Mailing Address: 2810 W Charleston Blvd, Suite 50-Las Vegas,NV 89102-United States",Company Phone: (702) 823-1583,,"Directory Contact: Carl Scholl, carl@aiftg.us",
ARK,"Mailing Address: 455 S. Grand Central Parkway C1154-Las Vegas,NV 89106-United States",Company Phone: (775) 378-9900,,"Directory Contact: Customer Service, ark.lasvegas@earthlink.net",
Colorado Lifestyle Furniture,"Mailing Address: 37 N. Silicon Dr.-Pueblo,CO 81007-United States",Company Phone: (719) 647-0331,,"Directory Contact: Dan Morris, dan792010@live.com",
Home Insights Furniture,"Mailing Address: 209 S. Main Street-Space M1010-High Point,NC 27260-United States",Company Phone: (336) 255-6013,,"Directory Contact: David Miller, dgmmiller@northstate.net",
NuAmerican,"Mailing Address: 2444 Rinconada Dr.-San Jose,CA 95125-United States",Company Phone: (707) 208-2801,,"Directory Contact: J. Patrick Murphy, onlyamericanmade@gmail.com",
Accent Pieces,"Mailing Address: 2692 Dawson Ave-Signal Hill,CA 90755-United States",Company Phone: (562) 988-1800,,"Directory Contact: James Gold,",
Wholesale Home Decor,"Mailing Address: 24651 Crestview Court-Farmington Hills,MI 48335-United States",Company Phone: (248) 759-5137,,"Directory Contact: Keval Gada, keval@customtubas.com",
Lavin Accessories,"Mailing Address: 5482 Seneca Pl.-Simi Valley,CA 93063-United States",Company Phone: (805) 583-3422,,"Directory Contact: Kishore Khiantani, skkinc@hotmail.com",
B Blessed Flannels,"Mailing Address: 819 Neptune Ave.-Encinitas,CA 92024-United States",Company Phone: (805) 559-4545,,"Directory Contact: Lisa Mark, lisamark@me.com",
Brooklyn Bedding,"Mailing Address: 4455 W. Camelback Rd-Phoenix,AZ 85031-United States",Company Phone: (888) 210-8751,,"Directory Contact: Mike Linschoten,",
Heritage Home Furnishings,"Mailing Address: 200 W Broadway St-Newton,KS 67114-2141-United States",Company Phone: (316) 283-1818,,"Directory Contact: Steve Hayes, geason1@cox.net",
Vintage Bliss,"Mailing Address: 12815 N cave Creek rd-Phoenix,AZ 85022-United States",Company Phone: (480) 593-7080,,"Directory Contact: tricia samsal, vintageblissaz@yahoo.com",
Pacific Legend,"Mailing Address: 1400 E. Holt Blvd.-Ontario,CA 91761-United States",Company Phone: (909) 988-8882,,,
101 Art Galleries - Booth #433,"Represented By:
Artexpo",,,,
12 Oaks,"Represented By:
New Canaan Farms",,,,
1canoe2,"Represented By:
Lynn Mitchell Group",,,,
3D flo,"Represented By:
Danican",,,,
"3D paitings, frame pictures","Represented By:
Airon LLC",,,,
6.25 Paper Studio,"Represented By:
Anne McGilvray & Company",,,,
727Sailbags,"Represented By:
727 Sailbags",,,,
8 Oak Lane,"Represented By:
GRACE by Catherine Sullivan",,,,
88 Unlimited,"Represented By:
Golden Sales",,,,
A y C Internacional SA de CV,"Represented By:
POLaRT",,,,
AB Modern,"Represented By:
America's Backyards & Outdoor Living",,,,
AB Outdoor Living,"Represented By:
America's Backyards & Outdoor Living",,,,
Abdallah Candies,"Represented By:
CMA",,,,
Abigails,"Represented By:
Collective Home",,,,
Able Fine Art NY - Booth #242,"Represented By:
Artexpo",,,,
About Face Designs,"Represented By:
OneCoast",,,,
"Acaciaware; Bowls, Serving Trays, and Boards","Represented By:
Pacific Merchants Trading Company",,,,
Accent Accessories,"Represented By:
Next Step Reps",,,,
ACME Design Studio,"Represented By:
Lynn Mitchell Group",,,,
Acts of Kindness Glass Jar,"Represented By:
Gratitude Glass Jars",,,,
Adajio,"Represented By:
NEST, inc, New Era Sales Team",,,,
"ADC, Art Design Consultants / Blink Art Resource - Booth #323","Represented By:
Artexpo",,,,
A'dena Accents,"Represented By:
F.E.M. Sales",,,,
After 5,"Represented By:
Diverse Marketing",,,,
Aireloom Karpen Collection,"Represented By:
E.S. Kluft & Company",,,,
Aireloom Latex,"Represented By:
E.S. Kluft & Company",,,,
Aireloom Preferred,"Represented By:
E.S. Kluft & Company",,,,
Akkadian Collection,"Represented By:
Catalyst Collections",,,,
Alabama Girl,"Represented By:
CMA",,,,
Alegria,"Represented By:
Rustic Arrow",,,,
All-Clad,"Represented By:
The Travers Group",,,,
Allegri by Kalco Lighting,"Represented By:
Kalco Lighting",,,,
Allposters.com,"Represented By:
Art.com",,,,
Alma-Mater Collections,"Represented By:
Best of Show",,,,
Alphonse Mucha,"Represented By:
YTC Summit International Inc.",,,,
Alu-mont,"Represented By:
Hanamint Corporation",,,,
Amanda Blu,"Represented By:
Joanne & Company",,,,
Amelie et Melanie,"Represented By:
Couleur Nature & Lothantique",,,,
AMER,"Represented By:
Amer Rugs",,,,
American Heritage Collection,"Represented By:
Shifman Mattress Company",,,,
American International Gift Agencies,"Represented By:
Just Got 2 Have It!",,,,
American Jewel,"Represented By:
Diverse Marketing",,,,
American Sleep,"Represented By:
Southerland Inc",,,,
American Woodcrafters,"Represented By:
Next Step Reps",,,,
Americo Home,"Represented By:
Next Step Reps",,,,
Americo Mfg.,"Represented By:
Solutions Marketplace",,,,
AmeriGel Collection,"Represented By:
Southerland Inc",,,,
Amia Studios,"Represented By:
NEST, inc, New Era Sales Team",,,,
Amigos de Hoy,"Represented By:
Art Hide and Amigos de Hoy",,,,
Amorium,"Represented By:
Sales Producers, Inc.",,,,
Amusements,"Represented By:
Roman",,,,
Amusemints Sweets & Snacks,"Represented By:
NEST, inc, New Era Sales Team",,,,
Ancora,"Represented By:
HealthTec",,,,
Andreas Silicone,"Represented By:
Andreas",,,,
Andrew Bill,"Represented By:
Unicorn Studio Inc. Dba Veronese Design",,,,
Andrew Charles,"Represented By:
Rizzy Home",,,,
Anduze Pots,"Represented By:
Le Cluny",,,,
Angry Birds,"Represented By:
Kurt S. Adler, Inc.",,,,
Ann Williams,"Represented By:
Toyology Inc.",,,,
Anna Art Publishing - Booth #100 & Booth #101,"Represented By:
Artexpo",,,,
Annabelle Noel Designs,"Represented By:
Best of Show",,,,
Annaleece,"Represented By:
The Hub by Carson West Group",,,,
Anne Stokes Fantasy Collection,"Represented By:
Unicorn Studio Inc. Dba Veronese Design",,,,
Appletree Design Inc,"Represented By:
Cosmos Gifts Corp.",,,,
April Cornell,"Represented By:
C & F Enterprises",,,,
Apropos by Home Essentials,"Represented By:
Next Step Reps",,,,
Aquiesse,"Represented By:
GRACE by Catherine Sullivan",,,,
Arab Technical Company For Plastic Industries (Top),"Represented By:
AmCham Jordan",,,,
Archipelago,"Represented By:
Just Got 2 Have It!",,,,
Area Rug Protection Programs,"Represented By:
Protect All/Healthy Sleep by GBS Enterprises",,,,
Arias Elite,"Represented By:
QMT Windchimes",,,,
Arne Jacobsen Watches and Clocks,"Represented By:
AMEICO Inc",,,,
Art By Milessa - Booth #306,"Represented By:
Artexpo",,,,
Art Floral Trading,"Represented By:
Art Floral Trading LLC",,,,
Art Gifts,"Represented By:
Art Gifts Inc.",,,,
Art Hide,"Represented By:
Art Hide and Amigos de Hoy",,,,
Art Link International - Booth #201,"Represented By:
Artexpo",,,,
Art Studio Company,"Represented By:
Destination Gifts, Inc.",,,,
Art Trends,"Represented By:
Prestige Arts / Art Trends / Two Canaries",,,,
"Arte Collective - Booths #327-A, #327-B, #338 & #342","Represented By:
Artexpo",,,,
Arte Italica,"Represented By:
Moda Dora - Bianci Group",,,,
Artisan Home Furniture,"Represented By:
International Furniture Direct, LLC",,,,
Artisands,"Represented By:
Golden Sales",,,,
Artistic Reflections,"Represented By:
The Hub by Carson West Group",,,,
artmagnets.com,"Represented By:
Ginger Blue LLC",,,,
Artwear,"Represented By:
The Hub by Carson West Group",,,,
"Arvind Group; EME, SR Italy","Represented By:
ARK",,,,
Ashley Roberts Home,"Represented By:
Kittrich Corporation",,,,
Ashley Roberts Home Decore,"Represented By:
Kittrich Corporation",,,,
Ashton Company,"Represented By:
The High Plains Collection by Somerset House",,,,
Aspen Bay Candles,"Represented By:
CMA",,,,
Astella,"Represented By:
California Umbrella",,,,
Ata-Boy,"Represented By:
Anne McGilvray & Company",,,,
Atlantic,"Represented By:
Atlantic, Inc",,,,
Atmosphere Globes,"Represented By:
AMEICO Inc",,,,
Attila's Bayshore Art,"Represented By:
Dillon-Wells, Las Vegas",,,,
Audrey's Your Heart's Delight,"Represented By:
F.E.M. Sales",,,,
Aunt Birdie Vintage Line,"Represented By:
AngelStar",,,,
Aurora World,"Represented By:
Destination Gifts, Inc.",,,,
Austin Press,"Represented By:
Aesthetic Movement",,,,
AVANTI Press,"Represented By:
CMA",,,,
B Boutique - Fashion and Baby,"Represented By:
Evergreen Enterprises",,,,
B. Robert - Booth #310,"Represented By:
Artexpo",,,,
Baberoo,"Represented By:
Golden Sales",,,,
Baby Aspen,"Represented By:
Sales Producers, Inc.",,,,
Baby Belly Bar,"Represented By:
Honey House Naturals, Inc.",,,,
Baby Boy Wishes Glass Jar,"Represented By:
Gratitude Glass Jars",,,,
Baby Cie,"Represented By:
Joanne & Company",,,,
Baby Girl Wishes Glass Jar,"Represented By:
Gratitude Glass Jars",,,,
Baby Steps,"Represented By:
Wendy's Closet",,,,
Baby Wishes Glass Jar,"Represented By:
Gratitude Glass Jars",,,,
Backroads Collection,"Represented By:
CTW Home Collection (Colonial Tin Works, Inc.)",,,,
BAK Home by Beth Kushnick,"Represented By:
IMAX Worldwide Home",,,,
Bandi,"Represented By:
Best of Show",,,,
ban.do,"Represented By:
Anne McGilvray & Company",,,,
Banshu Hamono,"Represented By:
AMEICO Inc",,,,
Barclay Butera,"Represented By:
Nourison",,,,
Barefoot Dreams,"Represented By:
Fine Lines",,,,
Barr-Co.,"Represented By:
K. Hall Studio",,,,
Barstools,"Represented By:
Camas y Muebles Monterrey S.A. de C.V.",,,,
Baseball America's Pastime,"Represented By:
K & P Weaver, LLC - Baseball America's Pastime",,,,
Basic Spirit,"Represented By:
Joanne & Company",,,,
Basix,"Represented By:
Star International Furniture and/or Orient Express Furniture",,,,
Batman,"Represented By:
Kurt S. Adler, Inc.",,,,
Batucada USA,"Represented By:
Batucada USA LLC",,,,
BC USA,"Represented By:
R-Biz Associates",,,,
Be Amazing,"Represented By:
Golden Sales",,,,
Bearington Baby Collection,"Represented By:
Bearington Collection",,,,
Beatriz Ball,"Represented By:
Ivystone",,,,
Beautyrest Bed Frames,"Represented By:
Hollywood Bed & Spring Mfg.",,,,
Bed In A Box,"Represented By:
Diamond Mattress",,,,
Bedding Accessories,"Represented By:
Levitation Labs",,,,
Bedford Cottage,"Represented By:
Collective Home",,,,
BedGard,"Represented By:
Uniters North America, LLC",,,,
BedGuard Mattress Protector,"Represented By:
Life Style Covers/Sassy Lifestyle",,,,
Bee Bar Lotion,"Represented By:
Honey House Naturals, Inc.",,,,
Bee Manly,"Represented By:
Honey House Naturals, Inc.",,,,
BeeHappy,"Represented By:
Culturas",,,,
Beekman 1802|STA Elements Inc.,"Represented By:
Fine Lines",,,,
BeginAgain,"Represented By:
Kathleen Milne Company",,,,
Beija Flor,"Represented By:
Kiss That Frog",,,,
Beka,"Represented By:
Beka Casting Limited",,,,
BellaRyann,"Represented By:
The Hub by Carson West Group",,,,
Belle de Sucre,"Represented By:
Kiss That Frog",,,,
Bell'O Curios,"Represented By:
Twin Star Home",,,,
Bell'O Kitchen Carts,"Represented By:
Twin Star Home",,,,
Bell'O Sit/Stand Desks,"Represented By:
Twin Star Home",,,,
Bell'O TV Stands/Media Furniture,"Represented By:
Twin Star Home",,,,
Bell'O Wine Cabinets/Bars,"Represented By:
Twin Star Home",,,,
Belly Button Designs,"Represented By:
Notes & Queries, Inc.",,,,
Belvedere,"Represented By:
Destination Gifts, Inc.",,,,
Bengt & Lotta Socks,"Represented By:
Cose Nuove",,,,
Benjamin International,"Represented By:
Gifts of Nature, Inc.",,,,
Bert Anderson,"Represented By:
The Hub by Carson West Group",,,,
Best Fine Arts - Booth #414,"Represented By:
Artexpo",,,,
Best Rest Mattresses,"Represented By:
Kittrich Corporation",,,,
Bev Barrell,"Represented By:
Cheers Sunglasses",,,,
Beyond Borders,"Represented By:
F.T. Renner Company",,,,
Beyond123,"Represented By:
Kathleen Milne Company",,,,
BIA/Danesco,"Represented By:
Muir Sales, LLC",,,,
Big Joe,"Represented By:
Comfort Research",,,,
Big Joe Lux,"Represented By:
Comfort Research",,,,
Biltmore Hats,"Represented By:
Dorfman Pacific",,,,
BioPEDIC,"Represented By:
Soft-Tex",,,,
Birdwoods Metal Sculpture,"Represented By:
MBARE, LTD.",,,,
Black Cube,"Represented By:
Frieling USA, Inc.",,,,
Blackwing/Palomino,"Represented By:
Keena",,,,
Blinkgroup Gallery - Booth #107,"Represented By:
Artexpo",,,,
Blissful Nights,"Represented By:
South Bay International",,,,
B-Livinn,"Represented By:
Just Got 2 Have It!",,,,
BLOB HOUSE LLC,"Represented By:
Georgetown Home & Garden",,,,
BLOCK PRINTS,"Represented By:
Saurashtra Exports",,,,
Bloomingville,"Represented By:
Ivystone",,,,
Blue Planet Eye Wear,"Represented By:
GRACE by Catherine Sullivan",,,,
Blue Q,"Represented By:
Anne McGilvray & Company",,,,
Blue Sky,"Represented By:
Just Got 2 Have It!",,,,
Blue Sky Wireless,"Represented By:
Sales Producers, Inc.",,,,
Bluestone Jewelry,"Represented By:
Destination Gifts, Inc.",,,,
Bob Mackie Home,"Represented By:
KAS Rugs & Home",,,,
Bodum,"Represented By:
The Travers Group",,,,
Body Chemistry Recovery Pillows,"Represented By:
PureCare",,,,
Body retreat collection,"Represented By:
Primo International",,,,
Boelter Brands,"Represented By:
Boelter Brands/Peterson Associates",,,,
Bogg Bag,"Represented By:
ARK",,,,
Bonair Daydreams,"Represented By:
Joanne & Company",,,,
Bonitas International - BooJee Beads,"Represented By:
Destination Gifts, Inc.",,,,
Bonnie Christine,"Represented By:
Peking Handicraft, Inc.",,,,
Books & Friends,"Represented By:
Jellycat, Inc.",,,,
Boston International,"Represented By:
Anne McGilvray & Company",,,,
Brain Storm Products,"Represented By:
Golden Sales",,,,
Braun Timepieces,"Represented By:
AMEICO Inc",,,,
Breakfast In Bed,"Represented By:
The Pillow Bar",,,,
Brightz Ltd.,"Represented By:
Anne McGilvray & Company",,,,
Brigid Ashwood,"Represented By:
Unicorn Studio Inc. Dba Veronese Design",,,,
Brigitte Polemis | Box22 Art Space - Booth #321,"Represented By:
Artexpo",,,,
Britto,"Represented By:
Enesco, Department 56, Gund",,,,
Brooklyn Hat Co.,"Represented By:
Dorfman Pacific",,,,
Brown Bag Designs,"Represented By:
Muir Sales, LLC",,,,
Brownlow Gifts,"Represented By:
NEST, inc, New Era Sales Team",,,,
Brunschwig & Fils,"Represented By:
Kravet",,,,
Bubble Light,"Represented By:
Haitral Home and Light",,,,
Bucky,"Represented By:
Just Got 2 Have It!",,,,
Bucky Products,"Represented By:
Design Imports",,,,
Bug Art,"Represented By:
Notes & Queries, Inc.",,,,
BUNN,"Represented By:
Coffee City USA",,,,
Burgundy Oak - Barrel Decor,"Represented By:
Burgundy Oak",,,,
B.Witching Bath Co.,"Represented By:
Just Got 2 Have It!",,,,
Callanan,"Represented By:
Dorfman Pacific",,,,
Calliope Jewelry,"Represented By:
Palladium Inc.",,,,
Calypso Greetings,"Represented By:
GRACE by Catherine Sullivan",,,,
Calypso Studios,"Represented By:
CMA",,,,
Campus,"Represented By:
Kittrich Corporation",,,,
Candle Impressions,"Represented By:
Next Step Reps",,,,
Candylab,"Represented By:
Kathleen Milne Company",,,,
Capel Anywhere/Outdoor,"Represented By:
Capel Rugs Inc.",,,,
"Cappelli Straworld, Inc.","Represented By:
Dorfman Pacific",,,,
Cappucine,"Represented By:
Coffee City USA",,,,
Capresso,"Represented By:
JURA Inc.",,,,
Capri Designs,"Represented By:
Next Step Reps",,,,
CARABELLE,"Represented By:
Bestsign International Inc.",,,,
Caracol Jewelry,"Represented By:
Solutions Marketplace",,,,
Caraffa Ceramics,"Represented By:
Roman",,,,
Caravan,"Represented By:
Couleur Nature & Lothantique",,,,
Carlos by Carlos Santana,"Represented By:
Dorfman Pacific",,,,
Carmel Ceramica,"Represented By:
Solutions Marketplace",,,,
Caro Home,"Represented By:
Collective Home",,,,
Carrie & Company - Drinkwear Coasters & Wine Totes,"Represented By:
Supreme Housewares",,,,
Cartexpo,"Represented By:
Kiss That Frog",,,,
Caspari,"Represented By:
Ivystone",,,,
Cassidy Labs,"Represented By:
Anne McGilvray & Company",,,,
Casual Contemporary Living,"Represented By:
Linhai Huarong Arts & Crafts Co.,Ltd",,,,
Casual Custom Dining,"Represented By:
Canadel Furniture Inc.",,,,
Catch Publishing,"Represented By:
Notes & Queries, Inc.",,,,
Cathedral Art Gifts,"Represented By:
CA Gift",,,,
CDI Maison,"Represented By:
CDI International",,,,
Ceaco/GameWright,"Represented By:
Anne McGilvray & Company",,,,
Celadon Art,"Represented By:
Toyology Inc.",,,,
Centercourt/Davinci,"Represented By:
F.E.M. Sales",,,,
Channel Craft,"Represented By:
Anne McGilvray & Company",,,,
Chantal,"Represented By:
Muir Sales, LLC",,,,
Charley Harper,"Represented By:
Gold Leaf Design Group",,,,
Charm It! by High Intencity,"Represented By:
Anne McGilvray & Company",,,,
Chateau spill,"Represented By:
Just Got 2 Have It!",,,,
Chatterblocks,"Represented By:
Maple Landmark Woodcraft",,,,
Chavez for Charity,"Represented By:
Fine Lines",,,,
Cherished Babies,"Represented By:
AngelStar",,,,
Chewbeads,"Represented By:
Wendy's Closet",,,,
Chez Gagne,"Represented By:
Artisanal LA",,,,
ChickeeBoom,"Represented By:
American Makers",,,,
Children of the Inner Light,"Represented By:
Enesco, Department 56, Gund",,,,
Chilewich,"Represented By:
Keena",,,,
ChimneyFree Electric Fireplaces,"Represented By:
Twin Star Home",,,,
Christian Tortu,"Represented By:
Couleur Nature & Lothantique",,,,
Christian Ulbricht,"Represented By:
Alexander Taron",,,,
Christmas Wishes Glass Jar,"Represented By:
Gratitude Glass Jars",,,,
Christopher Kennedy Collection,"Represented By:
Somers Furniture",,,,
Christ's Story Jewelry,"Represented By:
Roman",,,,
Chronicle,"Represented By:
Common Ground Distributors",,,,
Chronicle Books,"Represented By:
Anne McGilvray & Company",,,,
Cilio,"Represented By:
Frieling USA, Inc.",,,,
Cinnamon Aitch,"Represented By:
Notes & Queries, Inc.",,,,
